Drink,Ingredient,Amount,IngredientUse,Glass,HowToMix
Nigori Milk Punch,Navan Vanilla Liqueur,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Noce Royale,Moet Imperial Champagne,2oz,Top,Coupe,Stir with ice and strain into a chilled coupe
Noce Royale,Beefeater Gin,1.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Noce Royale,Plymouth Sloe Gin,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Noce Royale,Monteverdi Nocino,.25oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Norman Inversion,Dupont Brut Sparkling Cider,2oz,Top,Coupe,Shake with ice and strain into a chilled coupe
Norman Inversion,Aviation Gin,1oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Norman Inversion,Regan's Orange Bitters,1dash,Build,Coupe,Shake with ice and strain into a chilled coupe
Norman Inversion,Schonauer Apfel Schnapps,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Norman Inversion,Grapefruit Juice,.25oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Norman Inversion,Simple Syrup,.25oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Nouveau Carre,Peychaud's Bitters,3dashes,Build,Coupe,Stir with ice and strain into a chilled coupe
Nouveau Carre,Ocho Anejo Tequila,1.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Nouveau Carre,Lemon Twist,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
Nouveau Carre,Lillet Blanc,.75oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Nouveau Carre,Benedictine,.25oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Nouveau Sangaree,Beaujolais Nouveau,2oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Nouveau Sangaree,Angostura Bitters,2dashes,Build,Coupe,Stir with ice and strain into a chilled coupe
Nouveau Sangaree,Laird's Bonded Apple Brandy,1.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Nouveau Sangaree,Apple Fan,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
Nouveau Sangaree,Pinch Grated Cinnamon,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
Nouveau Sangaree,Plymouth Sloe Gin,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Nouveau Sangaree,Deep Mountain Grade B Maple Syrup,.25oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Noval Cup,Club Soda,2oz,Top,Collins,Shake with ice and fine-strain into a chilled Collins glass filled with ice
Noval Cup,Noval Black Port,2oz,Build,Collins,Shake with ice and fine-strain into a chilled Collins glass filled with ice
Noval Cup,Cucumber Wheel,1,Garnish,Collins,Shake with ice and fine-strain into a chilled Collins glass filled with ice
Noval Cup,Strawberry,1,Muddle,Collins,Shake with ice and fine-strain into a chilled Collins glass filled with ice
Noval Cup,Lemon Juice,.5oz,Build,Collins,Shake with ice and fine-strain into a chilled Collins glass filled with ice
Noval Cup,Simple Syrup,.5oz,Build,Collins,Shake with ice and fine-strain into a chilled Collins glass filled with ice
Nth Degree,Fee Brothers Whiskey Barrel Aged Bitters,2dashes,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Nth Degree,Laird's Bonded Apple Brandy,1oz,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Nth Degree,Rhum Clement V.S.O.P.,1oz,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Nth Degree,Demerara Sugar Cube,1,Muddle,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Nth Degree,Lemon Twist,1,Garnish,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Nth Degree,Orange Twist,1,Garnish,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Nth Degree,Green Chartreuse,.5oz,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Occidental,Linie Aquavit,2oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Occidental,Orange Twist,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
Occidental,Grand Marnier,.75oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Occidental,Nonino Amaro,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Occidental,Fernet Branca,,Rinse,Coupe,Stir with ice and strain into a chilled coupe
Old Flame,Plymouth Gin,2oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Old Flame,Egg White,1,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Old Flame,Lemon Juice,.75oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Old Flame,Simple Syrup,.75oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Old Flame,Green Chartreuse V.E.P.,.5oz,Flame,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Old Maid,Mint Leaf,6,Muddle,Rocks,Shake with ice and fine-strain over one large cube into a chilled rocks glass
Old Maid,Cucumber Slice,3,Muddle,Rocks,Shake with ice and fine-strain over one large cube into a chilled rocks glass
Old Maid,Plymouth Gin,2oz,Build,Rocks,Shake with ice and fine-strain over one large cube into a chilled rocks glass
Old Maid,Lime Juice,1oz,Build,Rocks,Shake with ice and fine-strain over one large cube into a chilled rocks glass
Old Maid,Cucumber Slice,1,Garnish,Rocks,Shake with ice and fine-strain over one large cube into a chilled rocks glass
Old Maid,Mint Sprig,1,Garnish,Rocks,Shake with ice and fine-strain over one large cube into a chilled rocks glass
Old Maid,Simple Syrup,.75oz,Build,Rocks,Shake with ice and fine-strain over one large cube into a chilled rocks glass
Old Pal,Old Overholt Rye Whiskey,2oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Old Pal,Campari,.75oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Old Pal,Dolin Dry Vermouth,.75oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Old-Fashioned Whiskey Cocktail,Wild Turkey Rye Whiskey,2oz,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Old-Fashioned Whiskey Cocktail,Angostura Bitters,2dashes,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Old-Fashioned Whiskey Cocktail,Demerara Sugar Cube,1,Muddle,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Old-Fashioned Whiskey Cocktail,Lemon Twist,1,Garnish,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Opera Cocktail,Plymouth Gin,2oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Opera Cocktail,Dubonnet Rouge,1oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Opera Cocktail,House Orange Bitters,1dash,Build,Coupe,Stir with ice and strain into a chilled coupe
Opera Cocktail,Orange Twist,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
Opera Cocktail,Mandarin Napoleon,.25oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Paddington,Banks 5 Island Rum,1.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Paddington,Grapefruit Twist,1,Garnish,Coupe,Shake with ice and strain into a chilled coupe
Paddington,Grapefruit Juice,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Paddington,Lemon Juice,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Paddington,Lillet Blanc,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Paddington,Bonne Maman Orange Marmalade,1barspoon,Build,Coupe,Shake with ice and strain into a chilled coupe
Paddington,St. George Absinthe,,Rinse,Coupe,Shake with ice and strain into a chilled coupe
Paddy Wallbanger,House Orange Bitters,2dashes,Build,Coupe,Stir with ice and strain into a chilled coupe
Paddy Wallbanger,Black Bush Irish Whiskey,1.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Paddy Wallbanger,Dolin Dry Vermouth,1.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Paddy Wallbanger,Galliano L'Autentico,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Paloma,Siete Leguas Reposado Tequila,2oz,Build,Collins,"Build in a chilled Collins glass, then add ice"
Paloma,Ting Grapefruit Soda,2oz,Top,Collins,"Build in a chilled Collins glass, then add ice"
Paloma,Half a Grapefruit Wheel,1,Garnish,Collins,"Build in a chilled Collins glass, then add ice"
Paloma,Lime Juice,.5oz,Build,Collins,"Build in a chilled Collins glass, then add ice"
Paloma,Salt,,Rim,Collins,"Build in a chilled Collins glass, then add ice"
Parkside Fizz,Mint Leaf,8,Muddle,Rocks,Shake with ice and strain into a chilled rocks glass filled with ice
Parkside Fizz,Hangar One Buddha's Hand Vodka,2oz,Build,Rocks,Shake with ice and strain into a chilled rocks glass filled with ice
Parkside Fizz,Club Soda,1oz,Top,Rocks,Shake with ice and strain into a chilled rocks glass filled with ice
Parkside Fizz,Mint Sprig,1,Garnish,Rocks,Shake with ice and strain into a chilled rocks glass filled with ice
Parkside Fizz,Lemon Juice,.75oz,Build,Rocks,Shake with ice and strain into a chilled rocks glass filled with ice
Parkside Fizz,Kassatly Chtaura Orgeat,.5oz,Build,Rocks,Shake with ice and strain into a chilled rocks glass filled with ice
Paul's Club Cocktail,Tanqueray Gin,2oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Paul's Club Cocktail,Concord Shrubb,1oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Paul's Club Cocktail,Ricard Pastis,.25oz,Float,Coupe,Stir with ice and strain into a chilled coupe
Paul's Club Cocktail,Simple Syrup,.25oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Pearl Button,Mae de Ouro Cachaca,2oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Pearl Button,San Pellegrino Limonata,1.5oz,Top,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Pearl Button,Half a Grapefruit Wheel,1,Garnish,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Pearl Button,Lillet Blanc,.75oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Pearl Button,Lime Juice,.5oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Pearl of Puebla,Oregano Sprig,4,Muddle,Coupe,Shake with ice and fine-strain into a chilled coupe
Pearl of Puebla,Sombra Mezcal,2oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Pearl of Puebla,Agave Nectar,1barspoon,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Pearl of Puebla,Ricard Pastis,1barspoon,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Pearl of Puebla,Lime Juice,.75oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Pearl of Puebla,Yellow Chartreuse,.75oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Perfect Pear,Clear Creek Pear Brandy,2oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Perfect Pear,Lemon Juice,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Perfect Pear,Orange Juice,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Perfect Pear,Simple Syrup,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Perfect Pear,Sugar,,Rim,Coupe,Shake with ice and strain into a chilled coupe
Persephone,Laird's Applejack,1oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Persephone,Dolin Sweet Vermouth,.75oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Persephone,Lemon Juice,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Persephone,Plymouth Sloe Gin,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Persephone,Simple Syrup,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Pharaoh Cooler,Marivani Rose Flower Water,4drops,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Pharaoh Cooler,Club Soda,1oz,Top,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Pharaoh Cooler,Watermelon Juice,1oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Pharaoh Cooler,Partida Blanco Tequila,1.5oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Pharaoh Cooler,House Grenadine,.75oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Pharaoh Cooler,Lime Juice,.5oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Pimms Cup,Cucumber Slice,3,Muddle,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Pimms Cup,Pimm's No. 1 Cup,2oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Pimms Cup,Fever-Tree Ginger Ale,1oz,Top,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Pimms Cup,Cucumber Slice,1,Garnish,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Pimms Cup,Lemon Juice,.75oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Pimms Cup,Simple Syrup,.5oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with ice
Pink Lady,Plymouth Gin,1.5oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Pink Lady,Egg White,1,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Pink Lady,Lemon Juice,.75oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Pink Lady,House Grenadine,.5oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Pink Lady,Laird's Applejack,.5oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Pink Lady,Simple Syrup,.5oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Pisco Sour,Angostura Bitters,4drops,Garnish,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Pisco Sour,La Diablada Pisco,2oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Pisco Sour,Egg White,1,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Pisco Sour,Lime Juice,.75oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Pisco Sour,Simple Syrup,.75oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Platanos en Mole Old Fashioned,Ron Zacapa 23 Centenario Rum,2oz,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Platanos en Mole Old Fashioned,Bittermens Xocolatl Mole Bitters,12drops,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Platanos en Mole Old Fashioned,Pinch Ground Chili,1,Garnish,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Platanos en Mole Old Fashioned,Marie Brizard Creme de Banane,.25oz,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Primavera,Krogstad Aquavit,2oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Primavera,Asparagus Tip,2,Muddle,Coupe,Shake with ice and fine-strain into a chilled coupe
Primavera,Celery Stalk,1,Muddle,Coupe,Shake with ice and fine-strain into a chilled coupe
Primavera,Fennel Bulb Slice,1,Muddle,Coupe,Shake with ice and fine-strain into a chilled coupe
Primavera,Orange Twist,1,Garnish,Coupe,Shake with ice and fine-strain into a chilled coupe
Primavera,Cointreau,.75oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Primavera,Lemon Juice,.75oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Primavera,St. George Absinthe,,Rinse,Coupe,Shake with ice and fine-strain into a chilled coupe
Prince Edward,Compass Box Oak Cross Blended Malt Scotch Whisky,2oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Prince Edward,House Orange Bitters,2dashes,Build,Coupe,Stir with ice and strain into a chilled coupe
Prince Edward,Orange Twist,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
Prince Edward,Lillet Blanc,.75oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Prince Edward,Drambuie,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Prince of Wales,Blandy's Sercial Madeira,1oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Prince of Wales,Hine V.S.O.P. Cognac,1oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Prince of Wales,Moet Imperial Champagne,1oz,Top,Coupe,Stir with ice and strain into a chilled coupe
Prince of Wales,Angostura Bitters,1dash,Build,Coupe,Stir with ice and strain into a chilled coupe
Prince of Wales,Orange Twist,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
Prince of Wales,Grand Marnier,.25oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Professor,Rhum Clement V.S.O.P.,2oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Professor,Angostura Bitters,1dash,Build,Coupe,Stir with ice and strain into a chilled coupe
Professor,House Orange Bitters,1dash,Build,Coupe,Stir with ice and strain into a chilled coupe
Professor,Orange Twist,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
Professor,Dow's Tawny Port,.75oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Professor,Carpano Antica Sweet Vermouth,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Pumpkin Toddy,Angostura Bitters,2dashes,Build,Mug,Add everything to a pre-heated heatproof mug and stir
Pumpkin Toddy,Libby's Pumpkin Puree,1tsp,Build,Mug,Add everything to a pre-heated heatproof mug and stir
Pumpkin Toddy,Laird's Bonded Apple Brandy,1oz,Build,Mug,Add everything to a pre-heated heatproof mug and stir
Pumpkin Toddy,Pinch Grated Cinnamon,1,Garnish,Mug,Add everything to a pre-heated heatproof mug and stir
Pumpkin Toddy,Deep Mountain Grade B Maple Syrup,.5oz,Build,Mug,Add everything to a pre-heated heatproof mug and stir
Pumpkin Toddy,Hot Water,.5oz,Top,Mug,Add everything to a pre-heated heatproof mug and stir
Pumpkin Toddy,Lemon Juice,.5oz,Build,Mug,Add everything to a pre-heated heatproof mug and stir
Pumpkin Toddy,Rittenhouse Bonded Rye Whiskey,.5oz,Build,Mug,Add everything to a pre-heated heatproof mug and stir
Queen Park Swizzle,Mint Leaf,8,Muddle,Collins,"Build in a chilled Collins glass, fill with pebble ice and swizzle, then add more ice"
Queen Park Swizzle,Barbancourt 8-Year-Old Rhum,2oz,Build,Collins,"Build in a chilled Collins glass, fill with pebble ice and swizzle, then add more ice"
Queen Park Swizzle,Angostura Bitters,2dashes,Top,Collins,"Build in a chilled Collins glass, fill with pebble ice and swizzle, then add more ice"
Queen Park Swizzle,Peychaud's Bitters,2dashes,Top,Collins,"Build in a chilled Collins glass, fill with pebble ice and swizzle, then add more ice"
Queen Park Swizzle,Lime Juice,1oz,Build,Collins,"Build in a chilled Collins glass, fill with pebble ice and swizzle, then add more ice"
Queen Park Swizzle,Mint Sprig,1,Garnish,Collins,"Build in a chilled Collins glass, fill with pebble ice and swizzle, then add more ice"
Queen Park Swizzle,Demerara Syrup,.5oz,Build,Collins,"Build in a chilled Collins glass, fill with pebble ice and swizzle, then add more ice"
Rack & Rye,Angostura Bitters,2dashes,Build,Rocks,Stir with ice and strain into a chilled rocks glass filled with ice
Rack & Rye,Angostura Orange Bitters,2dashes,Build,Rocks,Stir with ice and strain into a chilled rocks glass filled with ice
Rack & Rye,Wild Turkey Russell's Reserve 6-Year-Old Rye Whiskey,1.5oz,Build,Rocks,Stir with ice and strain into a chilled rocks glass filled with ice
Rack & Rye,Lemon Peel,1,Twist,Rocks,Stir with ice and strain into a chilled rocks glass filled with ice
Rack & Rye,Orange Peel,1,Twist,Rocks,Stir with ice and strain into a chilled rocks glass filled with ice
Rack & Rye,Rock Candy Swizzle,1,Garnish,Rocks,Stir with ice and strain into a chilled rocks glass filled with ice
Rack & Rye,van Oosten Batavia Arrack,.75oz,Build,Rocks,Stir with ice and strain into a chilled rocks glass filled with ice
Rack & Rye,Demerara Syrup,.25oz,Build,Rocks,Stir with ice and strain into a chilled rocks glass filled with ice
Ramos Gin Fizz,Marivani Orange Flower Water,5drops,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Ramos Gin Fizz,Beefeater Gin,2oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Ramos Gin Fizz,Club Soda,1oz,Top,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Ramos Gin Fizz,Egg White,1,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Ramos Gin Fizz,Heavy Cream,.75oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Ramos Gin Fizz,Simple Syrup,.75oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Ramos Gin Fizz,Lemon Juice,.5oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Ramos Gin Fizz,Lime Juice,.5oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Rapscallion,Talisker 10-Year-Old Single Malt Scotch Whisky,2.25oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Rapscallion,Lemon Peel,1,Twist,Coupe,Stir with ice and strain into a chilled coupe
Rapscallion,Lustau Pedro Ximenez Sherry,.75oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Rapscallion,St. George Absinthe,,Rinse,Coupe,Stir with ice and strain into a chilled coupe
Raspberries Reaching,Marivani Rose Flower Water,3drops,Build,Coupe,Stir with ice and strain into a chilled coupe
Raspberries Reaching,"Tokaji Aszu 5 Puttonyos ""Red Label""",1oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Raspberries Reaching,Trimbach Framboise,1.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Raspberries Reaching,Pink Rose Petal,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
Raspberries Reaching,Pama Pomegranate Liqueur,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Rattlesnake,Rittenhouse Bonded Rye Whiskey,2oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Rattlesnake,Lemon Juice,1oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Rattlesnake,Egg White,1,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Rattlesnake,Simple Syrup,.75oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Rattlesnake,Vieux Pontarlier Absinthe,,Rinse,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Red Devil,Dried Persimmon Slice,3,Muddle,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Red Devil,Bols Genever,2oz,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Red Devil,Fee Brothers Whiskey Barrel Aged Bitters,2dashes,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Red Devil,Jujube Tea-infused Vya Sweet Vermouth,1oz,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Red Devil,Cinnamon Stick,1,Garnish,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Red-headed Saint,A.B. Smeby Verbena Bitters,4dashes,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with pebble ice
Red-headed Saint,Peychaud's Bitters,4dashes,Top,Collins glass,Shake with ice and strain into a chilled Collins glass filled with pebble ice
Red-headed Saint,Beleza Pura Cachaca,2oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with pebble ice
Red-headed Saint,Lime Juice,.75oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with pebble ice
Red-headed Saint,Agave Syrup,.5oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with pebble ice
Red-headed Saint,Yellow Chartreuse,.25oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with pebble ice
Remember Maine,Rhum Clement V.S.O.P.,2oz,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Remember Maine,Angostura Bitters,2dashes,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Remember Maine,Red Jacket Orchards Apple Cider,1.5oz,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Remember Maine,Apple Fan,1,Garnish,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Remember Maine,Pinch Sea Salt,1,Garnish,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Remember Maine,St. Elizabeth Allspice Dram,.25oz,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Remember the Maine,Wild Turkey Russell's Reserve 6-Year-Old Rye Whiskey,2oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Remember the Maine,Pernod,1barspoon,Build,Coupe,Stir with ice and strain into a chilled coupe
Remember the Maine,Lemon Twist,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
Remember the Maine,Carpano Antica Sweet Vermouth,.75oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Remember the Maine,Cherry Heering,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Resting Point,Siete Leguas Reposado Tequila,1.5oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Resting Point,Strawberry,1,Garnish,Coupe,Shake with ice and fine-strain into a chilled coupe
Resting Point,Strawberry,1,Muddle,Coupe,Shake with ice and fine-strain into a chilled coupe
Resting Point,Strawberry Fan,1,Garnish,Coupe,Shake with ice and fine-strain into a chilled coupe
Resting Point,Agave Syrup,.5oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Resting Point,Lemon Juice,.5oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Resting Point,Punt e Mes,.5oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Resting Point,Yellow Chartreuse,.5oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Reverend Palmer,BlackTea-Infused Elijah Craig 12-Year-Old Bourbon,2oz,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Reverend Palmer,Angostura Bitters,2dashes,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Reverend Palmer,Lemon Twist,1,Garnish,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Reverend Palmer,Lemon Syrup,.5oz,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Rhubarbarita,Lemon Juice,1oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Rhubarbarita,Partida Blanco Tequila,1.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Rhubarbarita,Grapefruit Twist,1,Garnish,Coupe,Shake with ice and strain into a chilled coupe
Rhubarbarita,Grand Marnier,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Rhubarbarita,Boiron Rhubarb Puree,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Rhubarbarita,House Grenadine,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Rhum Club,Banks 5 Island Rum,2oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Rhum Club,Angostura Bitters,2dashes,Build,Coupe,Shake with ice and strain into a chilled coupe
Rhum Club,Angostura Orange Bitters,1dash,Build,Coupe,Shake with ice and strain into a chilled coupe
Rhum Club,Orange Wedge,1,Garnish,Coupe,Shake with ice and strain into a chilled coupe
Rhum Club,Lime Juice,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Rhum Club,Rhum Clement Creole Shrubb,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Rhum Club,Martinique Sugar Cane Syrup,.25oz,Build,Coupe,Shake with ice and strain into a chilled coupe
